headline_id,headline_text,domain,pc1,wave,block,villain_presence_count,victim_presence_count,clarity_count,villain_presence_sum,victim_presence_sum,clarity_sum,villain_presence_majority,victim_presence_majority,clarity_majority
H0433,Monsanto wants to replace the bees they are killing with genetically engineered flying ants,naturalnews.com,0.0,1,15,10,10,10,7.0,10.0,8.0,1,1,1
H2828,Researchers: Hidden Signals in TV Ads Direct Smartphones to Spy on Owners » Alex Jones' Infowars: There's a war on for your mind!,infowars.com,0.0458475179096454,1,15,10,10,10,4.0,5.0,8.0,0,0,1
H3167,Are You Suffering from Chemtrail Flu?,awarenessact.com,0.0705539230341695,1,15,10,10,10,4.0,3.0,5.0,0,0,0
H2943,BREAKING REPORT: Is This Why They Don't Want You To Know About Ivermectin?,welovetrump.com,0.0871406069110147,1,15,10,10,10,2.0,3.0,5.0,0,0,0
H1493,Dr Sucharit Bhakdi: Organs Of Dead Vaccinated Proves Auto Immune Attack - 22/12/2021,bitchute.com,0.124014428918512,1,15,10,10,10,4.0,4.0,7.0,0,0,1
H2042,Why are Americans So Sick?,thevaccinereaction.org,0.143534855190357,1,15,10,10,10,1.0,6.0,5.0,0,1,0
H1073,Confidential report unearths Tariq Ramadan’s sexual assaults of underage girls - Geller Report,gellerreport.com,0.155474348242861,1,15,10,10,10,8.0,8.0,9.0,1,1,1
H2946,"Toxic, Metallic Compounds Found in All COVID Vaccine Samples Analyzed by German Scientists",childrenshealthdefense.org,0.176169765597604,1,15,10,10,10,4.0,4.0,7.0,0,0,1
H1150,"Swalwell Tries Slandering Trump on 1st Amend., Crenshaw Shuts Him Down with History Lesson on Dems, Obama",westernjournal.com,0.212942660560995,1,15,10,10,10,5.0,5.0,8.0,0,0,1
H0854,"SWEDEN ON BRINK OF CIVIL WAR: Police begging for help, legal system collapsing – BARE NAKED ISLAM",barenakedislam.com,0.236041659046435,1,15,10,10,10,1.0,6.0,6.0,0,1,1
H2607,"Rob Reiner Shows Why His Nickname Is 'Meathead' After He Blames President Trump For Coronavirus Deaths, He Will Regret It Big Time",rightwingtribune.com,0.259999476847222,1,15,10,10,10,6.0,7.0,8.0,1,1,1
H0683,How Robert Mueller Sabotaged Counterterror Training in 2012,freedomoutpost.com,0.279844604398071,1,15,10,10,10,6.0,5.0,8.0,1,0,1
H1540,Jemele Hill leads chorus of liberal black voices mocking Democrats over their kneeling political stunt,theblaze.com,0.319102558515008,1,15,10,10,10,4.0,4.0,8.0,0,0,1
H0786,Mnuchin caught covering up GOP tax scam info that proves it’s a lie,shareblue.com,0.335857768068227,1,15,10,10,10,8.0,3.0,7.0,1,0,1
H1420,WHOOPS: Maxine Waters Hit With FEC Complaint Over Fundraising Letters,dailywire.com,0.357498144984751,1,15,10,10,10,4.0,2.0,8.0,0,0,1
H1698,Couple live with their pet RACCOON after rescuing her as a baby,dailymail.co.uk,0.383860647514719,1,15,10,10,10,0.0,3.0,10.0,0,0,1
H2267,Waterbury Fire Department battles four-story blaze | News Break,newsbreak.com,0.411188765089231,1,15,10,10,10,2.0,4.0,8.0,0,0,1
H3382,Socialism Knocking on America's Door: Warren Wants to Break Up Companies - Sara A. Carter,saraacarter.com,0.436144337268981,1,15,10,10,10,6.0,5.0,6.0,1,0,1
H0766,Puerto Rico’s Colonial Legacy and Its Continuing Economic Troubles,counterpunch.org,0.464496009471983,1,15,10,10,10,1.0,4.0,9.0,0,0,1
H2217,"There Is a Nationwide Day of Action Against Muslims on June 10th, and We Need to Stop It | Anti-Fascist News",antifascistnews.net,0.481134511542231,1,15,10,10,10,2.0,8.0,10.0,0,1,1
H0565,"Trump Brags He 'Read so Much About D-Day,' and Twitter Tore Him to Bits",pride.com,0.521089939566674,1,15,10,10,10,6.0,5.0,9.0,1,0,1
H2909,'Chaos and confusion' at the White House has staffers considering jumping ship: Bruce,foxnews.com,0.534260962262195,1,15,10,10,10,3.0,6.0,8.0,0,1,1
H0124,Beloved Cape Cod restaurant transformed for ‘American Horror Story’ shoot,whdh.com,0.571076616273191,1,15,10,10,10,2.0,3.0,8.0,0,0,1
H1026,Crowd Recites Lord’s Prayer at Football Game After Group Complains About Loudspeaker Prayer,christiannews.net,0.594963841169782,1,15,10,10,10,2.0,4.0,7.0,0,0,1
H3631,Investigation of Company Linked to James Biden Complicating Efforts to Retrieve Ventilators,americarisingpac.org,0.613601275347775,1,15,10,10,10,5.0,3.0,7.0,0,0,1
H0633,"Girl, 2, accidentally shot by father cleaning gun in Apple Valley",abc7.com,0.646796242304377,1,15,10,10,10,4.0,7.0,8.0,0,1,1
H0890,Edwin Luna responde qué pasaría si Kimberly Flores se acuesta con otro,telemundo.com,0.673588160025729,1,15,10,10,10,1.0,2.0,3.0,0,0,0
H3728,2 dolphins found dead in Florida were stabbed or shot; reward offered,wkrg.com,0.676506619147883,1,15,10,10,10,2.0,9.0,8.0,0,1,1
H3192,"Family members say deputies shot in “ambush attack” in need of prayers, continued support",wistv.com,0.706938186219174,1,15,10,10,10,5.0,9.0,8.0,0,1,1
H2979,Trump-Russia investigation reignites as Senate asks aides to hand over notes | US news | The Guardian,theguardian.com,0.74959222370997,1,15,10,10,10,4.0,3.0,7.0,0,0,1
H3832,Drake Celebrates “God’s Plan” Scholarship Recipient Getting Her Master’s Degree,complex.com,0.753641011616367,1,15,10,10,10,0.0,1.0,6.0,0,0,1
H0972,Rachael Rollins would be ‘honored’ to face arrest over ICE resistance,bostonherald.com,0.797928569694443,1,15,10,10,10,6.0,6.0,9.0,1,1,1
H0048,Sports Illustrated Swimsuit Issue features first-ever model in burkini and hijab,nydailynews.com,0.807592058139583,1,15,10,10,10,0.0,1.0,9.0,0,0,1
H0454,"‘Shadow and Bone’ Is a Major Hit for Netflix, but It Almost Didn’t Happen",variety.com,0.830936725464152,1,15,10,10,10,1.0,1.0,7.0,0,0,1
H1360,A highly contagious virus is killing rabbits in multiple states,wgntv.com,0.854788060655499,1,15,10,10,10,8.0,9.0,10.0,1,1,1
H2357,What public libraries will lose without net neutrality,theverge.com,0.882320056922523,1,15,10,10,10,4.0,5.0,8.0,0,0,1
H1121,Boeing T-X first official EMD flight test was 'superb',wearethemighty.com,0.905571729093681,1,15,10,10,10,1.0,0.0,8.0,0,0,1
H0948,Most dangerous storms expected during Monday afternoon commute,nwitimes.com,0.925960447501987,1,15,10,10,10,4.0,1.0,8.0,0,0,1
H3655,How ecstasy and psilocybin are shaking up psychiatry,nature.com,0.964534054690512,1,15,10,10,10,3.0,3.0,5.0,0,0,0
H3937,OPEC+ rebuffs U.S. calls for speedier oil output increases,reuters.com,1.0,1,15,10,10,10,3.0,3.0,8.0,0,0,1
H0045,"Ron Paul Revolution falls victim to frustration, Donald Trump",washingtontimes.com,0.345472108057381,1,15,10,10,10,5.0,7.0,7.0,0,1,1
H0319,That time when the Missouri gave full honors to a kamikaze pilot,wearethemighty.com,0.905571729093681,1,15,10,10,10,0.0,2.0,7.0,0,0,1
H0886,Border Hypocrisy: Where Is The Outrage For America’s Kids?,infowars.com,0.0458475179096454,1,15,10,10,10,4.0,6.0,5.0,0,1,0
H3284,SHARIA PATROLS VIENNA: Brutal Muslim migrant gang that broke girl's jaw accused of REGULAR 'Sharia patrol' attacks - The Geller Report,pamelageller.com,0.216405500798777,1,15,10,10,10,8.0,9.0,9.0,1,1,1
H1711,Blockbuster Lawsuit Exposes 'Confidential' Memo Showing Biden's Big Tech Collusion to Halt 'Covid Misinformation',beckernews.com,0.358021336855794,1,15,10,10,10,7.0,1.0,5.0,1,0,0
H1436,"Asked about his unpopular record on race, Trump points to wrong metric",msnbc.com,0.588104595861507,1,15,10,10,10,5.0,3.0,8.0,0,0,1
H3391,"This Weekend The Three Nations Of China, Russia And Iran Will Hold Joint Naval Drills As Middle East Tensions Over Tehran Nuclear Capabilities Rising • Now The End Begins",nowtheendbegins.com,0.0731174714253107,1,15,10,10,10,3.0,0.0,7.0,0,0,1
H1634,China Begs for Fairness in Face of New Trump Directive,westernjournal.com,0.212942660560995,1,15,10,10,10,6.0,6.0,9.0,1,1,1
H0715,California Is The First State To Ban Pet Stores From Selling Animals From Breeding Mills,littlethings.com,0.254744161661547,1,15,10,10,10,6.0,7.0,9.0,1,1,1
H3703,14-Year-Old Sex Trafficking Victim Was Forced to Have Sex Thousands of Times and Multiple Abortions,lifenews.com,0.192545226493423,1,15,10,10,10,2.0,9.0,10.0,0,1,1
H1453,Lemongrass tea can prevent memory decline,naturalnews.com,0.0,1,16,11,11,11,0.0,3.0,11.0,0,0,1
H1362,"Bumblin’ Biden Again Declares He’s Running For Senate, Tells Voters To Register At Nonexistent Website",infowars.com,0.0458475179096454,1,16,11,11,11,2.0,4.0,8.0,0,0,1
H2855,12 Things Good Men Do That Narcissists Can’t Ever Offer You,awarenessact.com,0.0705539230341695,1,16,11,11,11,5.0,3.0,11.0,0,0,1
H3381,House Judiciary Democrats Vote to Support Non-Citizens Voting in Our Elections,welovetrump.com,0.0871406069110147,1,16,11,11,11,4.0,4.0,11.0,0,0,1
H0615,Breaking: VA Dems Sneak Through Bill Undoing Confederate Monument Protections,conservativedailypost.com,0.124791324034711,1,16,11,11,11,7.0,4.0,9.0,1,0,1
H0818,Speaker Pelosi Rolls Out Plan-D: “Bribery”…,theconservativetreehouse.com,0.135066562651449,1,16,11,11,11,7.0,2.0,6.0,1,0,1
H0797,"Watermelon effectively hydrates, detoxifies, and cleanses the entire body",healthy-holistic-living.com,0.171653494614812,1,16,11,11,11,2.0,2.0,11.0,0,0,1
H0160,Apocalypse not! Proof that climate predictions are always wrong - WND,wnd.com,0.192160019649149,1,16,11,11,11,6.0,3.0,10.0,1,0,1
H0413,Camera Catches Moment Dad Confronts Alleged Pervert Taking Pictures up Daughter's Skirt,westernjournal.com,0.212942660560995,1,16,11,11,11,10.0,10.0,11.0,1,1,1
H1708,US Government Declaring All Out War On Tiny House Living,collectivelyconscious.net,0.246325520945605,1,16,11,11,11,9.0,7.0,9.0,1,1,1
H2383,Congress Republicans Just Gave Trump An Election Demand - They Want Barr To Spearhead A 2020 Special Counsel Investigation,patriotjournal.org,0.262624980707126,1,16,11,11,11,3.0,3.0,9.0,0,0,1
H0982,"New analysis suggests Guccifer 2.0 files copied locally, not hacked by Russia",rt.com,0.293277424671587,1,16,11,11,11,2.0,3.0,9.0,0,0,1
H2116,New York's abortion law helped out a man accused of murdering his pregnant girlfriend,theblaze.com,0.319102558515008,1,16,11,11,11,6.0,9.0,10.0,1,1,1
H0235,Butter is better! Nutrition experts have likely over-emphasized the benefits of using vegetable oils instead of butter.,washingtontimes.com,0.345472108057381,1,16,11,11,11,7.0,5.0,11.0,1,0,1
H3337,New York District Attorney just signaled that Donald Trump’s kids are about to go down,palmerreport.com,0.360703012753001,1,16,11,11,11,9.0,10.0,10.0,1,1,1
H0206,Steelers Players Celebrate Touchdown By Playing Hide & Seek In the End Zone (VIDEO),dailysnark.com,0.397773157571401,1,16,11,11,11,1.0,0.0,8.0,0,0,1
H0487,Brexit Is Finally Here! The UK Finally Leaves the European Union,thenewamerican.com,0.410760615388774,1,16,11,11,11,1.0,2.0,9.0,0,0,1
H2593,"Video Footage of Franken's Accuser Sexually Harassing Robin Williams Emerges, Proves She's a GIANT Fraud! [Watch Here]",realtimepolitics.com,0.431190730681202,1,16,11,11,11,10.0,10.0,9.0,1,1,1
H3129,Juan Williams announces he is leaving ‘The Five’,dailycaller.com,0.469965661505635,1,16,11,11,11,2.0,2.0,10.0,0,0,1
H3685,"Meet The Youngest District Judge In Pennsylvania, Age 27",theblackloop.com,0.485752746626203,1,16,11,11,11,0.0,0.0,10.0,0,0,1
H2741,Mt. Juliet Police searching for missing 14-year-old,wsmv.com,0.509083333052541,1,16,11,11,11,3.0,8.0,11.0,0,1,1
H0867,Google Earth Now Has Virtual Tours Of 31 National Parks To Help Beat Those Isolation Blues,vt.co,0.534931170205694,1,16,11,11,11,2.0,3.0,10.0,0,0,1
H1865,Republicans Pave The Way To Drug Test Poor And Jobless,huffpost.com,0.568450135334297,1,16,11,11,11,6.0,8.0,10.0,1,1,1
H1917,41 Little Things On Amazon That Are Really Good At Saving You Money,elitedaily.com,0.587726321647061,1,16,11,11,11,0.0,2.0,10.0,0,0,1
H0036,Can you spare a minute to help Jessica Devine?,change.org,0.619205572780572,1,16,11,11,11,0.0,2.0,7.0,0,0,1
H3219,Gov. Whitmer calls on Trump to issue federal mandate on face masks,fox2detroit.com,0.643031541674892,1,16,11,11,11,3.0,3.0,11.0,0,0,1
H0761,Tinder and Bumble remove George Zimmerman from their platforms,cnn.com,0.658031073873161,1,16,11,11,11,3.0,3.0,11.0,0,0,1
H1280,"Report: Shooting involving three victims, including child, closes I-10 in New Orleans",wbrz.com,0.680434697850024,1,16,11,11,11,8.0,10.0,11.0,1,1,1
H2693,High Blood Pressure or Hypertension,heart.org,0.714836304307581,1,16,11,11,11,3.0,2.0,9.0,0,0,1
H1312,"National Weather Service: Jefferson, Lewis, Oswego counties could see 3-4 feet of snow",watertowndailytimes.com,0.736666769893892,1,16,11,11,11,2.0,4.0,11.0,0,0,1
H0711,Lake Forest Residents Voice Concerns Over 5G Towers,cbslocal.com,0.751190107612549,1,16,11,11,11,5.0,6.0,10.0,0,1,1
H0944,Man faces charges in attempt to kidnap 2 infants from Glasgow day care center,delawareonline.com,0.786132856347471,1,16,11,11,11,10.0,10.0,11.0,1,1,1
H1484,Marjorie Taylor Greene liked Facebook post supporting use of assault rifle to ‘clean house’ in Congress,nydailynews.com,0.807592058139583,1,16,11,11,11,5.0,5.0,10.0,0,0,1
H1550,"Could Medicare for All save Hahnemann and its more than 2,500 jobs? | Will Bunch",inquirer.com,0.84166654415002,1,16,11,11,11,2.0,5.0,8.0,0,0,1
H3777,Aixa Vázquez a un año de la muerte de Keylla Hernández: “Se siente su ausencia”,elnuevodia.com,0.863075188175384,1,16,11,11,11,1.0,2.0,3.0,0,0,0
H3557,Trump surprises White House tour group next to portrait of Hillary Clinton,thehill.com,0.898762408412433,1,16,11,11,11,1.0,1.0,7.0,0,0,1
H1091,"Police subdue naked man, accidentally light him on fire",usatoday.com,0.901007708482031,1,16,11,11,11,7.0,10.0,11.0,1,1,1
H2435,Higher Sugar Intake Linked to Depression in Men,medscape.com,0.934094911736869,1,16,11,11,11,6.0,8.0,11.0,1,1,1
H0967,Inside the World’s Largest Outhouse Race,smithsonianmag.com,0.971184072481041,1,16,11,11,11,0.0,0.0,7.0,0,0,1
H2632,Top NSA official says telephone surveillance should have been disclosed,reuters.com,1.0,1,16,11,11,11,4.0,3.0,9.0,0,0,1
H2708,Animal Foundation offering free adoptions for dogs over 30 pounds,fox5vegas.com,0.740820857143454,1,16,11,11,11,2.0,3.0,11.0,0,0,1
H0088,"Bob Ehrlich: The Tide Is Turning Against the Left, And Texas Is Leading the Charge",westernjournal.com,0.212942660560995,1,16,11,11,11,4.0,2.0,11.0,0,0,1
H2508,Mumps-like Parotitis Strikes Crew of U.S. Navy Ship,thevaccinereaction.org,0.143534855190357,1,16,11,11,11,8.0,10.0,9.0,1,1,1
H0555,Billy Graham explains what all cults have in common - and it's scary,christiantoday.com,0.482444145205158,1,16,11,11,11,6.0,4.0,10.0,1,0,1
H3472,Super-Pregnant Mom Busts A Move During 30-Hr Labor & Even Her Nurses Join In! - The Buddy,thebuddy.me,0.662318476272384,1,16,11,11,11,1.0,1.0,10.0,0,0,1
H1428,Carson Wentz finds Zach Ertz for touchdown as Eagles tie game,247sports.com,0.546185208330786,1,16,11,11,11,1.0,1.0,7.0,0,0,1
H0075,"​PS5 Release Date Could Be 2019, According To Sony Analysts",ladbible.com,0.364617475206097,1,16,11,11,11,1.0,1.0,9.0,0,0,1
H0268,Numerators and Denominators in the Coronavirus Saga,americanthinker.com,0.152499978555631,1,16,11,11,11,3.0,0.0,6.0,0,0,1
H1900,Marriage license clerk doesn't believe New Mexico is really a state,news4jax.com,0.723936131198234,1,16,11,11,11,5.0,5.0,9.0,0,0,1
H0163,Myrtle Beach sees first sea turtle nest of 2020,wbtw.com,0.601952330135495,1,16,11,11,11,1.0,2.0,10.0,0,0,1
H3321,"Dehydrated children: Kids are drinking about one quarter of the water they should be, according to new study",naturalnews.com,0.0,1,17,14,14,14,1.0,9.0,14.0,0,1,1
H1668,'Rich Dad Poor Dad' Author Admits CIA Recruited Him To Smuggle Drugs » Alex Jones' Infowars: There's a war on for your mind!,infowars.com,0.0458475179096454,1,17,14,14,14,9.0,6.0,9.0,1,0,1
H3417,Who Is Lucifer? The Absolutely Horrifying Truth (Video) | Paranormal,beforeitsnews.com,0.0560036536327054,1,17,14,14,14,4.0,0.0,8.0,0,0,1
H2109,9/11 Grand Jury Filing ‘Names Names’ of Who May Have Blown Up Towers - DC Dirty Laundry,dcdirtylaundry.com,0.0916982813557337,1,17,14,14,14,5.0,5.0,11.0,0,0,1
H0387,FOX NEWS Escorts Shepard Smith Out of the Building Like a Common Criminal – True Pundit,truepundit.com,0.107268313594115,1,17,14,14,14,10.0,9.0,10.0,1,1,1
H2938,BREAKING: Michigan Attorney Drops Bombshell Dominion Fraud | Populist Press 2021 ©,populist.press,0.125553828241878,1,17,14,14,14,5.0,3.0,6.0,0,0,0
H0709,Happy 10 Year Anniversary of the Moment That Sparked the Trump Presidency,rumble.com,0.162505504571073,1,17,14,14,14,0.0,0.0,7.0,0,0,0
H3244,Christian Comedian Chonda Pierce: Kathy Griffin's Career Was Over When She Cursed Jesus,hellochristian.com,0.185584781299087,1,17,14,14,14,9.0,7.0,12.0,1,0,1
H3304,Trump Wins Against The Mass Media - What Was Announced Moments Ago Will Have Them Destroyed,usanewsflash.com,0.216405500798777,1,17,14,14,14,10.0,9.0,8.0,1,1,1
H2221,"Kimberly Guilfoyle Launches Plan To Shut Down Joy Behar and Whoopi Goldberg, Announces New Show To Keep Them In Check",uslibertywire.com,0.245932858692394,1,17,14,14,14,9.0,8.0,12.0,1,1,1
H2948,Girl went missing walking her dog 5 days ago - police just issued a tragic update,theepochtimes.com,0.262887244589731,1,17,14,14,14,0.0,10.0,13.0,0,1,1
H3307,Black ‘Extremist’ Group Appears at Texas Border Bridge Camp with Food for Migrants,breitbart.com,0.297175368438483,1,17,14,14,14,2.0,2.0,12.0,0,0,1
H2782,"FEC complaints target Maxine Waters campaign, $750,000 paid to daughter - The American Mirror",theamericanmirror.com,0.300720765172522,1,17,14,14,14,8.0,5.0,10.0,1,0,1
H2989,Obama thanks Muslims for ‘building the very fabric of our nation’,washingtontimes.com,0.345472108057381,1,17,14,14,14,0.0,1.0,10.0,0,0,1
H1206,Report: Sheriff Israel Chauffeured By Armed Bodyguards For Fear Of 'Threats',dailywire.com,0.357498144984751,1,17,14,14,14,2.0,10.0,10.0,0,1,1
H1221,Call for Mother's Day to be renamed because trans men give birth,dailymail.co.uk,0.383860647514719,1,17,14,14,14,2.0,3.0,12.0,0,0,1
H2172,The Shocking New Way Coronavirus Can Break Through Your Face Mask | News Break,newsbreak.com,0.411188765089231,1,17,14,14,14,9.0,7.0,11.0,1,0,1
H0816,‘Game Of Thrones’ Fans Annoyed By Obvious Product Placement For Valyrian Steel,theonion.com,0.445775894839608,1,17,14,14,14,5.0,8.0,11.0,0,1,1
H2166,Top Alabama cop said Nancy Pelosi should be targeted by a ‘roadside bomb’ for tearing up Trump’s speech,rawstory.com,0.461914938868004,1,17,14,14,14,11.0,11.0,11.0,1,1,1
H3660,A Democratic Socialist Will Soon Be Sworn in as Judge in Las Vegas,jacobinmag.com,0.48750281128974,1,17,14,14,14,0.0,0.0,13.0,0,0,1
H3948,Young Father Killed While Headed To Son’s Graduation [Video],rickeysmileymorningshow.com,0.504003266753693,1,17,14,14,14,2.0,14.0,13.0,0,1,1
H1070,"Hillary Clinton says US in middle of 'war on truth, facts and reason'",foxnews.com,0.534260962262195,1,17,14,14,14,3.0,2.0,10.0,0,0,1
H3049,Melania Pauses Anti-Bullying Initiative To Say Her Husband Is Allowed To Mock Women’s IQ And Looks | Addicting Info | The Knowledge You Crave,addictinginfo.com,0.574067929122148,1,17,14,14,14,11.0,10.0,11.0,1,1,1
H2987,Former President Obama's terrorist pal mentioned in JFK assassination files (it ain't good),bizpacreview.com,0.585959008142635,1,17,14,14,14,10.0,4.0,9.0,1,0,1
H2822,Wildlife rehab group says golfers beat opossum blind on Hilton Head course in S.C.,wjhl.com,0.623381208979617,1,17,14,14,14,13.0,13.0,13.0,1,1,1
H2585,Friend of Demarcus Little charged with hiding Anitra Gunn's death,13wmaz.com,0.64280305900301,1,17,14,14,14,14.0,13.0,12.0,1,1,1
H2860,"HICKORY STOLEN BANK INFO: Police: Woman wore wigs, changed clothes while using stolen card information at ATMs",wsoctv.com,0.656298072696851,1,17,14,14,14,14.0,10.0,12.0,1,1,1
H1633,Changing Weather Conditions Both Help and Harm Miles Firefighters,kdrv.com,0.683964269300729,1,17,14,14,14,5.0,11.0,13.0,0,1,1
H3296,State Police working 3-vehicle crash in Cottonport; 5 fatalities,kalb.com,0.704083211754441,1,17,14,14,14,1.0,11.0,13.0,0,1,1
H1998,"At least 1 injured in Interstate 75 crash in Madison County, lanes reopened",wkyt.com,0.745250244624973,1,17,14,14,14,2.0,10.0,13.0,0,1,1
H3399,"Vice President’s Brother, an Indiana Congressman, Spent More Than $45,000 at Trump International Hotel",lawandcrime.com,0.773374564060556,1,17,14,14,14,1.0,0.0,10.0,0,0,1
H1295,Sierra Leone's president declares rape a national emergency,aljazeera.com,0.779267503219657,1,17,14,14,14,4.0,5.0,14.0,0,0,1
H2000,Rodan + Fields Appoints Steve Dee As Chief Information Officer | Markets Insider,businessinsider.com,0.804965428527866,1,17,14,14,14,0.0,2.0,13.0,0,0,1
H2674,Trump’s Tweet About Greta Thunberg Is An Insult To The Disability Community,forbes.com,0.829500343762818,1,17,14,14,14,12.0,12.0,12.0,1,1,1
H3162,"How Black Citizenship Was Won, and Lost",nytimes.com,0.858776290720608,1,17,14,14,14,0.0,6.0,10.0,0,0,1
H2499,"The Momo problem: When unconfirmed stories about scary 'challenges' go viral, create panic",wmur.com,0.877291605300351,1,17,14,14,14,2.0,2.0,8.0,0,0,1
H2968,Bull sharks and bottlenose dolphins are moving north as the ocean warms,sciencenews.org,0.900796075628909,1,17,14,14,14,2.0,3.0,11.0,0,0,1
H3894,Credit Rating Agency Issues Warning On Climate Change To Cities,npr.org,0.930525246755544,1,17,14,14,14,7.0,7.0,11.0,0,0,1
H0166,NASA's Juno Spacecraft Has a Close Encounter with Jupiter,nasa.gov,0.956315766887341,1,17,14,14,14,0.0,0.0,13.0,0,0,1
H2444,Pelosi calls for prosecution of any Congress members who might have helped pro-Trump siege,reuters.com,1.0,1,17,14,14,14,8.0,4.0,11.0,1,0,1
H2908,CBD Chocolates Are Here to Kick Your Anxiety's Ass (in the Healthiest Way),popsugar.com,0.624068248073698,1,17,14,14,14,7.0,6.0,11.0,0,0,1
H0196,"BREAKING: Man Threatened To Chop Up Rand Paul And His Family With An Ax, Senator Says",dailywire.com,0.357498144984751,1,17,14,14,14,14.0,14.0,14.0,1,1,1
H0133,PG&E admits it may have ignited Kincade Fire,kron4.com,0.676506619147883,1,17,14,14,14,12.0,6.0,12.0,1,0,1
H0269,Trump Is SURGING In Popularity And The Media Is Left Wondering Why,en-volve.com,0.126883146357792,1,17,14,14,14,1.0,1.0,11.0,0,0,1
H2552,How to be an extra in the new 'Joker' blockbuster movie filming in N.J.,nj.com,0.885093462419298,1,17,14,14,14,0.0,0.0,13.0,0,0,1
H1020,Report: Nashville one of 11 cities warned by White House to take “aggressive action” against COVID-19 | WKRN News 2,wkrn.com,0.767484212606095,1,17,14,14,14,7.0,4.0,12.0,0,0,1
H0574,Civil servant who watched porn at work is blamed for infecting a U.S. government network with malware,techcrunch.com,0.885848003727468,1,17,14,14,14,12.0,13.0,13.0,1,1,1
H2832,Americans Are Fed Up - 72% Are Concerned with Violence in Major Cities - 62% Say It Affects Their Vote,thegatewaypundit.com,0.109374585525566,1,17,14,14,14,4.0,8.0,13.0,0,1,1
H1139,"Gutless Republicans Endorse Insurrection, Acquit Trump at Impeachment Trial",rollingstone.com,0.561288346769726,1,17,14,14,14,9.0,4.0,12.0,1,0,1
H0581,Court ruling involving Victoria’s Secret pioneer could spill more Jeffrey Epstein dirt,miamiherald.com,0.804965428527866,1,17,14,14,14,9.0,5.0,12.0,1,0,1
H2770,Why Are MEN Becoming So EFFEMINATE? | World Truth.TV,worldtruth.tv,0.017643643892146,1,18,13,13,13,3.0,7.0,10.0,0,1,1
H3133,It's Official! Infowars Receives White House Press Credentials » Alex Jones' Infowars: There's a war on for your mind!,infowars.com,0.0458475179096454,1,18,13,13,13,4.0,3.0,8.0,0,0,1
H0970,This is How the Ruling Elite Control Mankind So Easily | Humans Are Free,humansarefree.com,0.0572211982440859,1,18,13,13,13,12.0,12.0,9.0,1,1,1
H0493,**BOMBSHELL** Judge Reveals Deceased Judge Scalia Wiretap Details; STILL No Coverage,americanjournalreview.com,0.0878375859873984,1,18,13,13,13,1.0,6.0,8.0,0,0,1
H1846,Who Was the First One to Use the '17 Intelligence Agencies' Lie?  Hillary Clinton of Course During a Presidential Debate,thegatewaypundit.com,0.109374585525566,1,18,13,13,13,8.0,4.0,10.0,1,0,1
H0550,These 11 Principles Allowed Bruce Lee To Achieve All His Life Goals By The Time Of His Death At 32,ewao.com,0.131186638839105,1,18,13,13,13,2.0,5.0,11.0,0,0,1
H3111,The Plan to Save the World - Part 2,rumble.com,0.162505504571073,1,18,13,13,13,0.0,4.0,4.0,0,0,0
H3602,"Joy Spews Delusion On Live TV Demanding 'Hillary Won,' Audience Gives Her 'Nasty Surprise'",madworldnews.com,0.198482287294659,1,18,13,13,13,9.0,5.0,8.0,1,0,1
H2902,MLK's Niece Flips the Script on Accusations Trump Is Racist: 'Absolutely Not',westernjournal.com,0.212942660560995,1,18,13,13,13,4.0,5.0,11.0,0,0,1
H3263,BREAKING News Out Of Texas School... YES!,americasfreedomfighters.com,0.236491354728934,1,18,13,13,13,0.0,0.0,3.0,0,0,0
H2345,JUST IN: IRAN RESPONDS,thefederalistpapers.org,0.251152108890861,1,18,13,13,13,0.0,0.0,4.0,0,0,0
H1935,James Cromwell: Hollywood Stars Must Get 'More Political' to Save Humanity,breitbart.com,0.297175368438483,1,18,13,13,13,1.0,6.0,11.0,0,0,1
H1130,Is the COVID-19 Outbreak the 'Revenge of the Pangolin'? | PETA,peta.org,0.30518114825239,1,18,13,13,13,5.0,4.0,11.0,0,0,1
H0054,The NRA couldn’t stop shooting itself in the foot in 2018,shareblue.com,0.335857768068227,1,18,13,13,13,5.0,5.0,7.0,0,0,1
H2339,'The Regret Is Immediate': Abortion Pill Reversal Hotline Gets Record Number of Calls During Pandemic,cbn.com,0.366255771907572,1,18,13,13,13,4.0,4.0,11.0,0,0,1
H0937,Australian girl sent home from Bali for tiny tear in passport,dailymail.co.uk,0.383860647514719,1,18,13,13,13,7.0,12.0,12.0,1,1,1
H3312,WATCH: View Host Says This is ‘Saddest Day in White House History'. Agree?,learnprogress.org,0.416289930871137,1,18,13,13,13,0.0,2.0,4.0,0,0,0
H3054,Lemon Water Detox : What Are The Benefits Of Lemon Water For Your Skin & Body,powerofpositivity.com,0.431690576697883,1,18,13,13,13,0.0,0.0,11.0,0,0,1
H2281,"North Korea Official Tells Media: “No CNN or NBC reporters…In this van, no fake news”",washingtondailywire.com,0.467183530375482,1,18,13,13,13,6.0,6.0,10.0,0,0,1
H1955,Bojangles Coming to Panama City,mypanhandle.com,0.499990288898758,1,18,13,13,13,0.0,0.0,10.0,0,0,1
H0429,Youth Pastor Arrested After Sexually Assaulting 13-Year-Old In The Bathroom During Service,rickeysmileymorningshow.com,0.504003266753693,1,18,13,13,13,12.0,12.0,12.0,1,1,1
